********************************************************************************
LOGGING TIME: 20200927_150409
CLIENT IP: 192.168.1.102
USERNAME: nishanth
OS: Windows 10
ARCHITECTURE: x86
VERSION: 10.0
RESOLUTION: 1920.0 1080.0
********************************************************************************
MR, 1, 1602022801512
MM, 722, 1058, 7
MM, 721, 1058, 7
MM, 720, 1058, 7
MM, 720, 1058, 7
MM, 719, 1058, 14
MM, 718, 1058, 21
MM, 717, 1058, 15
MM, 717, 1058, 14
MM, 717, 1058, 92
MM, 725, 1052, 1767
MM, 740, 1041, 7
MM, 758, 1023, 6
MM, 774, 1007, 9
MM, 784, 993, 7
MM, 792, 981, 7
MM, 799, 967, 7
MM, 808, 953, 7
MM, 812, 936, 7
MM, 815, 920, 6
MM, 815, 899, 9
MM, 814, 871, 6
MM, 812, 843, 7
MM, 809, 811, 7
MM, 803, 778, 7
MM, 794, 738, 7
MM, 783, 691, 6
MM, 772, 641, 9
MM, 761, 600, 6
MM, 749, 566, 7
MM, 742, 539, 7
MM, 735, 518, 7
MM, 728, 506, 8
MM, 723, 495, 6
MM, 720, 489, 7
MM, 717, 487, 8
MM, 713, 485, 7
MM, 710, 482, 7
MM, 707, 482, 7
MM, 703, 481, 7
MM, 702, 481, 7
MM, 698, 481, 7
MM, 696, 481, 6
MM, 694, 481, 8
MM, 691, 481, 7
MM, 689, 481, 7
MM, 688, 481, 7
MM, 686, 481, 7
MM, 685, 481, 8
MM, 683, 481, 6
MM, 681, 481, 7
MM, 680, 481, 8
MM, 679, 481, 6
MM, 678, 481, 8
MM, 677, 481, 7
MM, 676, 481, 7
MM, 675, 481, 7
MM, 674, 481, 7
MM, 673, 481, 14
MM, 672, 481, 7
MM, 672, 480, 7
MM, 671, 480, 7
MM, 670, 480, 7
MM, 670, 480, 15
MM, 669, 480, 13
MM, 668, 480, 14
MM, 668, 480, 22
MM, 667, 480, 14
MM, 666, 480, 48
MM, 665, 480, 663
MM, 665, 480, 7
MM, 665, 481, 7
MM, 665, 483, 7
MM, 665, 484, 7
MM, 665, 487, 6
MM, 665, 491, 8
MM, 665, 494, 7
MM, 665, 500, 7
MM, 667, 508, 6
MM, 671, 520, 8
MM, 673, 532, 7
MM, 678, 551, 8
MM, 684, 572, 7
MM, 687, 595, 6
MM, 692, 615, 8
MM, 693, 633, 7
MM, 693, 649, 7
MM, 695, 668, 7
MM, 695, 683, 7
MM, 695, 697, 6
MM, 694, 716, 8
MM, 695, 732, 7
MM, 696, 753, 7
MM, 698, 775, 7
MM, 701, 800, 7
MM, 703, 825, 6
MM, 708, 848, 8
MM, 709, 867, 7
MM, 712, 880, 8
MM, 713, 895, 6
MM, 715, 907, 7
MM, 716, 914, 7
MM, 717, 919, 7
MM, 718, 925, 8
MM, 718, 927, 7
MM, 718, 929, 7
MM, 718, 932, 6
MM, 718, 933, 8
MM, 718, 934, 7
MM, 718, 935, 7
MM, 718, 935, 7
MM, 718, 936, 7
MM, 719, 937, 7
MM, 719, 938, 7
MM, 721, 940, 6
MM, 723, 944, 8
MM, 727, 947, 7
MM, 732, 953, 7
MM, 737, 960, 7
MM, 742, 966, 8
MM, 746, 970, 6
MM, 751, 975, 8
MM, 753, 976, 6
MM, 756, 979, 7
MM, 757, 981, 6
MM, 759, 982, 8
MM, 760, 983, 7
MM, 761, 983, 7
MM, 762, 984, 7
MM, 763, 984, 8
MM, 763, 985, 7
MM, 764, 985, 7
MM, 764, 985, 7
MM, 765, 985, 7
MM, 767, 985, 7
MM, 781, 980, 261
MM, 806, 972, 7
MM, 836, 964, 7
MM, 861, 961, 6
MM, 887, 957, 8
MM, 909, 954, 7
MM, 935, 951, 7
MM, 957, 949, 7
MM, 975, 949, 7
MM, 991, 949, 5
MM, 1009, 949, 8
MM, 1024, 949, 8
MM, 1039, 949, 7
MM, 1049, 949, 7
MM, 1059, 949, 6
MM, 1069, 949, 8
MM, 1078, 949, 7
MM, 1083, 949, 7
MM, 1087, 949, 7
MM, 1090, 949, 7
MM, 1093, 949, 7
MM, 1097, 949, 7
MM, 1100, 949, 7
MM, 1101, 949, 7
MM, 1104, 949, 7
MM, 1105, 949, 7
MM, 1107, 950, 8
MM, 1109, 951, 7
MM, 1111, 952, 6
MM, 1112, 952, 8
MM, 1113, 953, 7
MM, 1113, 954, 14
MM, 1114, 955, 6
MM, 1114, 955, 8
MM, 1114, 955, 7
MM, 1114, 956, 7
MM, 1114, 957, 7
MM, 1114, 957, 6
MM, 1114, 959, 8
MM, 1115, 961, 6
MM, 1115, 964, 8
MM, 1115, 966, 7
MM, 1115, 971, 7
MM, 1116, 978, 7
MM, 1116, 985, 7
MM, 1116, 993, 7
MM, 1116, 1002, 7
MM, 1116, 1008, 7
MM, 1116, 1017, 6
MM, 1116, 1022, 8
MM, 1115, 1026, 7
MM, 1114, 1031, 7
MM, 1112, 1036, 7
MM, 1111, 1038, 7
MM, 1110, 1042, 7
MM, 1109, 1044, 7
MM, 1108, 1046, 8
MM, 1106, 1047, 7
MM, 1105, 1049, 6
MM, 1104, 1051, 8
MM, 1103, 1053, 7
MM, 1102, 1053, 6
MM, 1101, 1053, 8
MM, 1099, 1053, 7
MM, 1097, 1053, 7
MM, 1094, 1053, 7
MM, 1091, 1053, 7
MM, 1085, 1052, 7
MM, 1076, 1051, 7
MM, 1065, 1048, 7
MM, 1048, 1044, 7
MM, 1026, 1038, 8
MM, 995, 1030, 6
MM, 964, 1021, 7
MM, 935, 1007, 7
MM, 910, 996, 7
MM, 890, 985, 7
MM, 870, 971, 7
MM, 851, 954, 8
MM, 833, 939, 6
MM, 810, 916, 8
MM, 784, 893, 7
MM, 764, 871, 7
MM, 744, 843, 7
MM, 722, 812, 6
MM, 705, 779, 8
MM, 684, 743, 6
MM, 662, 703, 8
MM, 645, 667, 7
MM, 630, 632, 7
MM, 621, 601, 7
MM, 609, 569, 6
MM, 603, 552, 8
MM, 599, 538, 7
MM, 596, 529, 7
MM, 592, 520, 8
MM, 591, 518, 7
MM, 591, 516, 6
MM, 591, 515, 8
MM, 591, 515, 35
MM, 591, 516, 7
MM, 591, 516, 7
MM, 591, 517, 7
MM, 592, 520, 7
MM, 595, 522, 8
MM, 620, 545, 91
MM, 641, 564, 7
MM, 658, 582, 7
MM, 679, 605, 6
MM, 701, 633, 8
MM, 723, 661, 7
MM, 745, 689, 7
MM, 765, 719, 7
MM, 786, 753, 7
MM, 804, 783, 8
MM, 820, 813, 6
MM, 833, 839, 7
MM, 845, 858, 7
MM, 854, 878, 7
MM, 861, 893, 8
MM, 867, 905, 6
MM, 871, 916, 7
MM, 872, 924, 8
MM, 858, 892, 232
MM, 834, 852, 7
MM, 809, 812, 7
MM, 775, 758, 7
MM, 744, 708, 7
MM, 712, 654, 7
MM, 674, 591, 7
MM, 638, 527, 6
MM, 612, 471, 8
MM, 594, 432, 7
MM, 576, 381, 6
MM, 565, 337, 8
MM, 558, 298, 7
MM, 557, 266, 7
MM, 555, 235, 8
MM, 555, 220, 5
MM, 555, 210, 8
MM, 555, 201, 7
MM, 555, 199, 7
MM, 555, 196, 7
MM, 555, 195, 8
MM, 555, 196, 21
MM, 547, 196, 211
MM, 534, 196, 8
MM, 522, 196, 6
MM, 510, 196, 7
MM, 500, 194, 7
MM, 490, 194, 7
MM, 483, 193, 7
MM, 479, 191, 7
MM, 475, 191, 7
MM, 472, 190, 7
MM, 471, 190, 7
MM, 468, 189, 7
MM, 466, 189, 7
MM, 466, 189, 7
MM, 465, 189, 15
MM, 464, 189, 14
MM, 464, 189, 14
MM, 463, 189, 21
MM, 462, 189, 7
MM, 462, 189, 7
MM, 460, 189, 14
MM, 457, 189, 7
MM, 453, 190, 7
MM, 450, 191, 7
MM, 446, 192, 7
MM, 442, 194, 8
MM, 436, 195, 7
MM, 433, 197, 6
MM, 431, 198, 8
MM, 429, 199, 5
MM, 426, 199, 9
MM, 426, 200, 7
MM, 425, 200, 14
MM, 424, 200, 14
MM, 424, 200, 7
MM, 424, 199, 14
MM, 424, 198, 14
MM, 424, 198, 21
MM, 424, 197, 14
MM, 425, 197, 14
MM, 425, 196, 15
MM, 427, 196, 14
MM, 429, 194, 6
MM, 429, 193, 8
MM, 430, 193, 13
MM, 431, 192, 8
MM, 431, 192, 7
MM, 431, 192, 6
MM, 432, 191, 15
MM, 433, 191, 14
MM, 433, 190, 7
MM, 434, 190, 14
MM, 434, 189, 50
MP, 1, 209
MR, 1, 216
MC, 1, 0
MM, 457, 188, 413
MM, 482, 189, 6
MM, 505, 194, 8
MM, 534, 207, 7
MM, 571, 229, 7
MM, 606, 260, 7
MM, 649, 303, 6
MM, 691, 354, 8
MM, 738, 419, 7
MM, 783, 496, 7
MM, 827, 567, 7
MM, 869, 634, 7
MM, 906, 691, 8
MM, 943, 748, 6
MM, 973, 789, 8
MM, 996, 824, 6
MM, 1012, 850, 7
MM, 1022, 867, 7
MM, 1030, 885, 7
MM, 1037, 898, 219
MM, 1046, 909, 6
MM, 1054, 918, 6
MM, 1061, 926, 8
MM, 1067, 932, 6
MM, 1071, 936, 9
MM, 1076, 941, 7
MM, 1080, 945, 7
MM, 1084, 950, 7
MM, 1086, 954, 6
MM, 1088, 957, 8
MM, 1090, 961, 7
MM, 1091, 963, 7
MM, 1092, 966, 7
MM, 1092, 968, 8
MM, 1093, 970, 6
MM, 1094, 972, 7
MM, 1096, 975, 8
MM, 1097, 978, 7
MM, 1098, 980, 7
MM, 1100, 983, 7
MM, 1102, 987, 7
MM, 1104, 989, 7
MM, 1105, 991, 6
MM, 1106, 994, 8
MM, 1107, 994, 6
MM, 1107, 995, 8
MM, 1108, 997, 6
MM, 1108, 997, 8
MM, 1108, 998, 7
MM, 1109, 999, 7
MM, 1109, 999, 7
MM, 1110, 1000, 14
MM, 1110, 1001, 7
MM, 1111, 1002, 7
MM, 1111, 1002, 7
MM, 1111, 1003, 7
MM, 1111, 1004, 15
MM, 1111, 1004, 6
MM, 1111, 1005, 7
MM, 1111, 1006, 7
MM, 1111, 1007, 7
MM, 1111, 1007, 14
MM, 1111, 1008, 7
MM, 1111, 1009, 8
MM, 1111, 1009, 6
MM, 1111, 1010, 8
MM, 1111, 1011, 7
MM, 1111, 1011, 14
MM, 1111, 1012, 7
MM, 1111, 1013, 7
MM, 1111, 1014, 8
MM, 1110, 1014, 12
MM, 1110, 1015, 15
MM, 1110, 1016, 22
MM, 1110, 1016, 14
MM, 1110, 1017, 112
MM, 1111, 1018, 15
MM, 1111, 1019, 14
MM, 1111, 1019, 6
MM, 1112, 1020, 8
MM, 1113, 1020, 7
MM, 1114, 1022, 7
MM, 1115, 1022, 7
MM, 1116, 1025, 7
MM, 1117, 1025, 7
MM, 1118, 1026, 6
MM, 1118, 1027, 8
MM, 1118, 1027, 6
MM, 1119, 1028, 8
MM, 1120, 1029, 7
MM, 1120, 1029, 21
MM, 1121, 1030, 15
MM, 1122, 1031, 13
MM, 1123, 1032, 21
MM, 1123, 1032, 14
MM, 1123, 1033, 13
MM, 1123, 1034, 23
MM, 1123, 1034, 14
MM, 1118, 1034, 922
MM, 1111, 1036, 7
MM, 1104, 1036, 7
MM, 1100, 1036, 7
MM, 1098, 1036, 8
MM, 1096, 1036, 7
MM, 1093, 1036, 6
MM, 1093, 1035, 29
MM, 1096, 1034, 7
MM, 1102, 1033, 7
MM, 1109, 1032, 7
MM, 1123, 1029, 7
MM, 1135, 1027, 7
MM, 1150, 1025, 7
MM, 1165, 1024, 7
MM, 1176, 1024, 7
MM, 1186, 1024, 7
MM, 1197, 1024, 7
MM, 1204, 1025, 7
MM, 1211, 1026, 8
MM, 1216, 1028, 6
MM, 1219, 1028, 7
MM, 1223, 1030, 8
MM, 1225, 1032, 7
MM, 1226, 1033, 7
MM, 1228, 1034, 6
MM, 1230, 1036, 8
MM, 1231, 1037, 6
MM, 1233, 1038, 6
MM, 1233, 1039, 7
MM, 1233, 1040, 8
MM, 1233, 1040, 14
MM, 1233, 1041, 8
MM, 1233, 1042, 7
MM, 1233, 1043, 7
MM, 1229, 1044, 7
MM, 1225, 1045, 6
MM, 1222, 1046, 8
MM, 1216, 1046, 7
MM, 1211, 1046, 8
MM, 1208, 1046, 6
MM, 1203, 1046, 7
MM, 1197, 1046, 7
MM, 1193, 1045, 6
MM, 1188, 1045, 8
MM, 1185, 1044, 7
MM, 1182, 1044, 8
MM, 1180, 1044, 6
MM, 1178, 1044, 8
MM, 1177, 1044, 7
MM, 1176, 1044, 6
MM, 1175, 1044, 8
MM, 1174, 1044, 6
MM, 1172, 1043, 7
MM, 1171, 1043, 7
MM, 1170, 1042, 7
MM, 1167, 1042, 8
MM, 1163, 1041, 7
MM, 1160, 1040, 7
MM, 1153, 1040, 7
MM, 1142, 1036, 7
MM, 1127, 1033, 7
MM, 1108, 1030, 6
MM, 1092, 1029, 8
MM, 1077, 1028, 7
MM, 1060, 1028, 8
MM, 1048, 1028, 6
MM, 1038, 1028, 8
MM, 1031, 1029, 7
MM, 1026, 1030, 6
MM, 1020, 1033, 7
MM, 1018, 1033, 8
MM, 1017, 1034, 7
MM, 1015, 1035, 7
MM, 1013, 1036, 7
MM, 1013, 1036, 7
MM, 1012, 1036, 21
MM, 1011, 1036, 14
MM, 1011, 1036, 246
MM, 1002, 1012, 4783
MM, 984, 970, 8
MM, 962, 930, 6
MM, 937, 883, 7
MM, 909, 840, 8
MM, 879, 799, 7
MM, 847, 754, 6
MM, 813, 718, 8
MM, 781, 691, 6
MM, 755, 675, 7
MM, 730, 667, 8
MM, 705, 656, 6
MM, 685, 651, 8
MM, 669, 646, 7
MM, 654, 641, 7
MM, 640, 637, 7
MM, 631, 632, 7
MM, 624, 630, 6
MM, 618, 627, 9
MM, 616, 626, 6
MM, 614, 624, 7
MM, 614, 621, 7
MM, 614, 620, 8
MM, 614, 619, 7
MM, 614, 616, 7
MM, 614, 615, 5
MM, 615, 612, 9
MM, 617, 608, 7
MM, 620, 602, 7
MM, 623, 595, 7
MM, 625, 586, 7
MM, 626, 581, 7
MM, 626, 574, 7
MM, 626, 570, 7
MM, 625, 567, 7
MM, 623, 564, 7
MM, 622, 563, 7
MM, 619, 561, 7
MM, 617, 559, 7
MM, 614, 556, 8
MM, 612, 555, 6
MM, 611, 554, 8
MM, 609, 554, 7
MM, 607, 552, 6
MM, 606, 552, 8
MM, 604, 549, 6
MM, 602, 545, 7
MM, 602, 541, 7
MM, 601, 535, 8
MM, 601, 525, 7
MM, 604, 514, 6
MM, 605, 506, 8
MM, 606, 500, 7
MM, 606, 496, 7
MM, 606, 495, 6
MM, 606, 493, 8
MM, 606, 492, 14
MM, 607, 492, 64
MM, 607, 492, 6
MM, 607, 492, 8
MM, 607, 493, 7
MM, 608, 494, 7
MM, 608, 494, 6
MM, 609, 494, 8
MM, 608, 502, 950
MM, 604, 510, 8
MM, 602, 515, 7
MM, 601, 519, 7
MM, 600, 522, 7
MM, 598, 524, 7
MM, 597, 525, 7
MM, 596, 527, 7
MM, 596, 528, 6
MM, 594, 529, 8
MM, 593, 531, 7
MM, 591, 533, 7
MM, 591, 534, 7
MM, 589, 535, 7
MM, 587, 537, 7
MM, 586, 538, 8
MM, 585, 539, 8
MM, 583, 540, 7
MM, 582, 541, 6
MM, 581, 542, 15
MM, 581, 542, 14
MM, 580, 542, 7
MM, 580, 543, 14
MM, 579, 544, 13
MM, 578, 545, 8
MM, 577, 547, 7
MM, 574, 551, 7
MM, 569, 554, 6
MM, 566, 559, 8
MM, 561, 563, 7
MM, 560, 565, 7
MM, 558, 567, 7
MM, 556, 570, 7
MM, 555, 570, 8
MM, 555, 570, 6
MM, 555, 571, 7
MM, 554, 571, 7
MM, 553, 572, 14
MM, 552, 572, 13
MM, 552, 573, 14
MM, 551, 573, 8
MM, 550, 573, 8
MM, 549, 573, 7
MM, 548, 574, 7
MM, 547, 574, 7
MM, 547, 574, 7
MM, 545, 574, 8
MM, 544, 574, 6
MM, 544, 575, 7
MM, 543, 575, 7
MM, 542, 575, 7
MM, 542, 575, 14
MM, 541, 575, 15
MM, 540, 575, 14
MM, 539, 575, 98
MM, 539, 575, 113
MM, 538, 575, 21
MM, 537, 575, 14
MM, 537, 575, 14
MM, 536, 575, 21
MM, 535, 575, 14
MM, 534, 575, 14
MM, 534, 575, 22
MM, 533, 575, 14
MM, 532, 575, 28
MM, 532, 575, 14
MM, 531, 575, 14
MM, 530, 575, 49
MWM, 530, 575, 1, 3, 1, 1446
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 6
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 8
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 8
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 6
MWM, 530, 575, 0, 3, 1, 8
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 6
MWM, 530, 575, 0, 3, 1, 882
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 8
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 6
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 8
MWM, 530, 575, 0, 3, 1, 6
MWM, 530, 575, 0, 3, 1, 8
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 6
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 7
MWM, 530, 575, 0, 3, 1, 8
MM, 530, 570, 449
MM, 531, 564, 7
MM, 535, 554, 7
MM, 539, 545, 7
MM, 542, 535, 7
MM, 545, 527, 7
MM, 547, 522, 6
MM, 547, 518, 9
MM, 547, 516, 6
MM, 547, 515, 7
MM, 547, 513, 8
MM, 547, 512, 5
MM, 546, 512, 9
MM, 545, 511, 13
MM, 545, 510, 14
MM, 545, 510, 6
MM, 545, 510, 9
MM, 544, 510, 6
MM, 543, 509, 15
MM, 543, 508, 14
MM, 543, 507, 21
MM, 543, 507, 14
MM, 543, 506, 14
MM, 543, 505, 14
MM, 543, 505, 8
MM, 543, 504, 6
MM, 542, 503, 7
MM, 542, 503, 8
MM, 541, 503, 6
MM, 539, 502, 8
MM, 539, 501, 7
MM, 538, 501, 7
MM, 537, 500, 7
MM, 537, 500, 14
MM, 536, 500, 6
MM, 535, 500, 15
MM, 534, 500, 14
MM, 534, 500, 14
MM, 534, 499, 78
MM, 534, 498, 14
MM, 533, 497, 21
MM, 533, 497, 14
MM, 533, 496, 14
MM, 533, 495, 21
MM, 533, 495, 15
MM, 533, 494, 13
MM, 533, 493, 22
MM, 533, 492, 13
MM, 532, 492, 7
MM, 532, 492, 15
MM, 532, 491, 14
MM, 532, 491, 6
MM, 532, 490, 8
MM, 531, 490, 14
MM, 531, 490, 7
MM, 530, 490, 14
MM, 530, 489, 7
MM, 530, 489, 7
MM, 530, 488, 14
MP, 1, 415
MD, 549, 491, 155
MD, 579, 499, 8
MD, 602, 504, 7
MD, 619, 504, 7
MD, 634, 505, 7
MD, 647, 505, 6
MD, 663, 502, 8
MD, 676, 499, 6
MD, 690, 496, 8
MD, 708, 494, 6
MD, 725, 491, 8
MD, 740, 488, 7
MD, 752, 488, 7
MD, 765, 487, 7
MD, 777, 487, 7
MD, 788, 490, 7
MD, 796, 490, 8
MD, 801, 491, 6
MD, 808, 492, 7
MD, 812, 493, 8
MD, 815, 493, 7
MD, 818, 494, 7
MD, 820, 494, 7
MD, 824, 495, 6
MD, 826, 495, 8
MD, 827, 495, 6
MD, 831, 495, 7
MD, 835, 495, 8
MD, 839, 494, 7
MD, 844, 493, 7
MD, 853, 491, 7
MD, 860, 490, 6
MD, 870, 486, 8
MD, 878, 484, 6
MD, 883, 483, 7
MD, 887, 482, 7
MD, 890, 482, 7
MD, 891, 481, 8
MD, 894, 481, 7
MD, 895, 481, 7
MD, 895, 481, 15
MD, 896, 481, 20
MD, 896, 481, 254
MD, 896, 481, 28
MR, 1, 302
MM, 887, 485, 1177
MM, 871, 496, 8
MM, 837, 506, 6
MM, 794, 514, 7
MM, 759, 516, 8
MM, 718, 516, 6
MM, 690, 515, 8
MM, 660, 515, 7
MM, 631, 514, 7
MM, 603, 514, 7
MM, 578, 516, 7
MM, 558, 516, 7
MM, 541, 519, 7
MM, 528, 520, 7
MM, 517, 521, 7
MM, 512, 522, 7
MM, 507, 522, 8
MM, 503, 523, 6
MM, 500, 523, 8
MM, 499, 524, 6
MM, 496, 524, 7
MM, 494, 524, 7
MM, 493, 524, 8
MM, 491, 524, 6
MM, 489, 524, 7
MM, 487, 524, 8
MM, 486, 524, 6
MM, 485, 524, 8
MM, 485, 524, 6
MM, 484, 524, 8
MM, 482, 524, 6
MM, 481, 524, 8
MM, 477, 524, 6
MM, 473, 524, 8
MM, 470, 524, 7
MM, 465, 524, 7
MM, 456, 524, 7
MM, 446, 524, 7
MM, 436, 524, 7
MM, 426, 524, 7
MM, 418, 524, 7
MM, 411, 523, 8
MM, 405, 522, 6
MM, 401, 521, 7
MM, 397, 520, 7
MM, 396, 520, 8
MM, 394, 519, 6
MM, 393, 518, 14
MM, 393, 518, 14
MM, 393, 517, 7
MM, 394, 516, 8
MM, 398, 516, 7
MM, 402, 514, 7
MM, 407, 512, 7
MM, 415, 509, 7
MM, 425, 508, 7
MM, 437, 507, 7
MM, 445, 506, 7
MM, 452, 506, 7
MM, 462, 506, 7
MM, 471, 507, 7
MM, 481, 508, 7
MM, 490, 510, 7
MM, 495, 510, 8
MM, 498, 510, 6
MM, 502, 510, 8
MM, 505, 510, 6
MM, 509, 510, 7
MM, 510, 510, 8
MM, 512, 510, 6
MM, 513, 510, 8
MM, 516, 510, 6
MM, 517, 510, 8
MM, 517, 510, 7
MM, 518, 509, 7
MM, 519, 509, 14
MM, 520, 509, 14
MM, 531, 483, 1064
MM, 544, 439, 7
MM, 556, 392, 8
MM, 565, 333, 7
MM, 572, 274, 7
MM, 574, 229, 6
MM, 573, 187, 7
MM, 571, 156, 7
MM, 570, 131, 8
MM, 570, 115, 7
MM, 571, 101, 7
MM, 573, 89, 6
MM, 575, 76, 7
MM, 578, 65, 8
MM, 581, 55, 7
MM, 583, 48, 7
MM, 585, 42, 8
MM, 586, 37, 7
MM, 587, 34, 7
MM, 587, 32, 6
MM, 587, 31, 8
MM, 587, 29, 6
MM, 587, 27, 7
MM, 587, 27, 8
MM, 587, 26, 7
MM, 587, 26, 7
MM, 587, 25, 7
MM, 586, 25, 7
MM, 586, 25, 7
MM, 585, 25, 13
MM, 585, 25, 36
MM, 585, 25, 7
MM, 584, 28, 7
MM, 582, 31, 7
MM, 579, 37, 7
MM, 575, 46, 7
MM, 572, 53, 7
MM, 569, 60, 7
MM, 566, 69, 7
MM, 564, 75, 7
MM, 562, 80, 7
MM, 561, 84, 8
MM, 560, 87, 7
MM, 560, 89, 7
MM, 559, 93, 6
MM, 559, 96, 8
MM, 559, 100, 7
MM, 559, 102, 7
MM, 559, 106, 7
MM, 559, 110, 7
MM, 559, 114, 7
MM, 559, 117, 7
MM, 559, 122, 7
MM, 560, 125, 7
MM, 560, 129, 7
MM, 560, 132, 8
MM, 560, 135, 6
MM, 560, 138, 8
MM, 560, 142, 6
MM, 559, 145, 7
MM, 559, 148, 8
MM, 558, 151, 6
MM, 558, 153, 8
MM, 558, 155, 7
MM, 558, 157, 6
MM, 558, 158, 7
MM, 558, 159, 8
MM, 559, 160, 6
MM, 559, 161, 8
MM, 560, 162, 7
MM, 561, 163, 7
MM, 561, 164, 7
MM, 563, 164, 7
MM, 564, 166, 7
MM, 565, 167, 7
MM, 566, 168, 7
MM, 567, 168, 7
MM, 568, 170, 7
MM, 568, 170, 7
MM, 570, 172, 7
MM, 571, 173, 6
MM, 572, 175, 8
MM, 572, 177, 7
MM, 573, 177, 14
MM, 573, 178, 7
MM, 574, 179, 8
MM, 575, 179, 13
MM, 575, 180, 15
MM, 575, 181, 14
MM, 575, 181, 28
MM, 575, 182, 7
MM, 575, 182, 49
MM, 576, 182, 64
MM, 577, 182, 7
MM, 578, 182, 13
MM, 581, 182, 8
MM, 583, 182, 7
MM, 585, 182, 8
MM, 588, 182, 6
MM, 591, 182, 7
MM, 594, 182, 7
MM, 597, 182, 7
MM, 600, 183, 7
MM, 602, 183, 8
MM, 603, 184, 7
MM, 605, 185, 6
MM, 608, 185, 7
MM, 609, 186, 7
MM, 610, 186, 7
MM, 612, 187, 8
MM, 612, 187, 7
MM, 613, 187, 7
MM, 614, 187, 7
MM, 615, 188, 7
MM, 615, 189, 14
MM, 616, 189, 7
MM, 618, 190, 7
MM, 618, 190, 7
MM, 619, 190, 7
MM, 621, 191, 7
MM, 622, 192, 14
MM, 623, 192, 14
MM, 624, 193, 7
MM, 624, 193, 8
MM, 625, 193, 7
MM, 626, 193, 7
MM, 627, 194, 13
MM, 627, 195, 15
MM, 627, 195, 6
MM, 628, 195, 15
MM, 629, 195, 13
MM, 629, 195, 22
MM, 629, 196, 14
MP, 1, 344
MR, 1, 216
MC, 1, 0
MM, 624, 204, 1011
MM, 613, 218, 6
MM, 597, 239, 8
MM, 581, 260, 7
MM, 565, 282, 7
MM, 554, 298, 7
MM, 542, 316, 7
MM, 529, 334, 7
MM, 516, 351, 7
MM, 506, 364, 8
MM, 497, 375, 6
MM, 490, 384, 7
MM, 484, 393, 7
MM, 477, 402, 7
MM, 471, 410, 8
MM, 465, 419, 6
MM, 457, 428, 7
MM, 452, 437, 8
MM, 446, 447, 7
MM, 439, 454, 7
MM, 436, 463, 6
MM, 430, 472, 7
MM, 427, 481, 8
MM, 423, 490, 7
MM, 419, 496, 7
MM, 418, 501, 7
MM, 416, 507, 6
MM, 414, 510, 8
MM, 412, 514, 7
MM, 411, 516, 6
MM, 410, 518, 8
MM, 409, 520, 7
MM, 408, 522, 7
MM, 408, 522, 8
MM, 408, 524, 6
MM, 408, 525, 7
MM, 407, 527, 7
MM, 407, 529, 7
MM, 407, 530, 8
MM, 407, 533, 7
MM, 407, 535, 7
MM, 408, 536, 7
MM, 408, 538, 7
MM, 409, 541, 7
MM, 411, 543, 7
MM, 413, 544, 6
MM, 415, 546, 7
MM, 417, 548, 8
MM, 418, 550, 7
MM, 420, 552, 7
MM, 423, 553, 6
MM, 425, 555, 8
MM, 426, 557, 7
MM, 428, 560, 8
MM, 431, 562, 6
MM, 433, 564, 7
MM, 436, 567, 7
MM, 439, 570, 7
MM, 442, 573, 7
MM, 445, 576, 7
MM, 449, 578, 7
MM, 451, 581, 7
MM, 452, 583, 7
MM, 454, 584, 7
MM, 457, 585, 8
MM, 459, 587, 6
MM, 460, 589, 8
MM, 460, 589, 7
MM, 461, 590, 7
MM, 461, 590, 7
MM, 462, 590, 7
MM, 462, 590, 7
MM, 462, 591, 7
MM, 463, 591, 7
MM, 463, 592, 7
MM, 464, 592, 14
MM, 464, 592, 14
MM, 464, 593, 7
MM, 464, 594, 14
MM, 464, 595, 14
MM, 464, 595, 21
MM, 464, 596, 15
MM, 464, 597, 98
MM, 464, 597, 14
MM, 464, 598, 14
MM, 464, 599, 21
MM, 465, 599, 49
MM, 466, 599, 15
MM, 467, 599, 7
MM, 467, 600, 7
MM, 467, 600, 7
MM, 469, 600, 7
MM, 473, 602, 7
MM, 477, 602, 7
MM, 483, 606, 7
MM, 493, 607, 8
MM, 504, 608, 7
MM, 515, 609, 6
